,molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
1194,CHEMBL367571,COC1=CC(=O)[C@@]2(C)[C@](O)(CC[C@@]3(C)Oc4cc(-c5cc(OC)c(OC)c(OC)c5)oc(=O)c4C[C@@]23O)C1(C)C,active,420.0
1195,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,90.0
1196,CHEMBL1161674,NC1=C2CCCCC2=NC2CCCCC12,active,363.08
1197,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,33.88
1198,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,251.19
1199,CHEMBL369661,Nc1c2c(nc3c(Cl)cccc13)CCCC2,active,69.18
1200,CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,active,1.82
1201,CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,active,10.0
1202,CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,active,741.31
1203,CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,active,549.54
1204,CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,active,9.333
1205,CHEMBL60119,Cc1ccc2c(N)c3c(nc2c1)CCCC3,active,100.0
1206,CHEMBL62085,Cc1ccc2nc3c(c(N)c2c1)CCCC3,intermediate,8128.31
1207,CHEMBL61715,Nc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,active,28.18
1208,CHEMBL59977,Nc1c2c(nc3ccc([N+](=O)[O-])cc13)CCCC2,intermediate,3019.95
1209,CHEMBL61533,Nc1c2c(nc3cc(F)ccc13)CCCC2,active,87.1
1210,CHEMBL1161714,Nc1c2c(nc3cccc(F)c13)C1CC(C2)C1,active,28.84
1211,CHEMBL61486,Nc1ccc2nc3c(c(N)c2c1)CCCC3,intermediate,3801.89
1212,CHEMBL302842,COc1ccc2c(N)c3c(nc2c1)CCCC3,active,346.74
1213,CHEMBL61930,Nc1c2c(nc3cc(Cl)c(Cl)cc13)CCCC2,active,467.74
1214,CHEMBL61929,COc1cc2nc3c(c(N)c2cc1OC)CCCC3,intermediate,5248.07
1215,CHEMBL1161715,Nc1c2c(nc3ccc(O)cc13)CCCC2,active,162.18
1216,CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,active,31.62
1217,CHEMBL355740,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,active,85.11
1218,CHEMBL352500,Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,active,4.467
1219,CHEMBL172118,Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1,intermediate,1096.48
1220,CHEMBL368196,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,active,42.66
1221,CHEMBL140476,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,active,0.3236
1222,CHEMBL341658,CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2,active,2.089
1223,CHEMBL143812,CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,active,0.3236
1224,CHEMBL1161719,C=C1c2ccccc2N=C2CCCCCN12,intermediate,3715.35
1225,CHEMBL1161720,C=C1c2cccc(Cl)c2N=C2CCCCCN12,intermediate,1513.56
1226,CHEMBL1161717,C=C1c2ccc(Cl)cc2N=C2CCCCCN12,active,158.49
1227,CHEMBL1161718,C=C1c2cc(Cl)ccc2N=C2CCCCCN12,active,501.19
1228,CHEMBL1161716,C=C1c2c(Cl)cccc2N=C2CCCCCN12,intermediate,1698.24
1229,CHEMBL165292,O=c1c2ccc(Cl)cc2nc2n1CCCCC2,inactive,100000.0
1230,CHEMBL350496,S=c1c2ccc(Cl)cc2nc2n1CCCCC2,inactive,100000.0
1231,CHEMBL132030,Nc1c2c(nc3cccc(F)c13)CCCC2,active,79.43
1232,CHEMBL132260,Nc1c2c(nc3ccccc13)OCCC2,active,263.03
1233,CHEMBL132365,COc1cccc2nc3c(c(N)c12)CCCC3,active,616.6
1234,CHEMBL134240,Nc1c2c(nc3ccc(Cl)cc13)OCCC2,inactive,10000.0
1235,CHEMBL133441,Nc1c2c(nc3ncccc13)OCCC2,intermediate,6309.57
1236,CHEMBL130373,Nc1c2c(nc3cnccc13)OCCC2,inactive,41686.94
1237,CHEMBL92460,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,active,55.0
1238,CHEMBL433379,Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,active,7.8
1239,CHEMBL188823,COc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,active,5.8
1240,CHEMBL94186,COc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,active,7.2
1241,CHEMBL93619,COc1cccc2c(CCC3CCN(Cc4ccccc4)CC3)noc12,active,7.1
1242,CHEMBL92736,CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,2.8
1243,CHEMBL92955,O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,active,14.0
1244,CHEMBL93936,c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,active,0.8
1245,CHEMBL420625,Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,20.0
1246,CHEMBL330004,Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,50.0
1247,CHEMBL92775,N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,101.0
1248,CHEMBL92663,NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,8.8
1249,CHEMBL93241,c1ccc(CN2CCC(CCCc3noc4ccccc34)CC2)cc1,active,9.0
1250,CHEMBL94059,c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,intermediate,2600.0
1251,CHEMBL92629,c1ccc(CN2CCC(CNc3noc4ccccc34)CC2)cc1,active,320.0
1252,CHEMBL328102,c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,active,99.0
1253,CHEMBL92142,c1ccc(CN2CCC(CCc3nccc4ccccc34)CC2)cc1,active,220.0
1254,CHEMBL92958,c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1,active,120.0
1255,CHEMBL329231,O=C1CCc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,active,0.57
1256,CHEMBL328468,O=C1Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2N1,active,0.95
1257,CHEMBL426441,CN1C(=O)Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc21,active,0.48
1258,CHEMBL95020,O=C1Cc2c(ccc3c(CCC4CCN(Cc5ccccc5)CC4)noc23)N1,active,3.6
1259,CHEMBL185799,COc1cc2c(cc1OC)C(=O)C(C1CC[N+](C)(Cc3ccccc3)CC1)=C2,active,250.0
1260,CHEMBL186144,COc1cc2cc(C(=O)C3CCC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,active,8.0
1261,CHEMBL361869,COc1cc2cc(C(=O)C3CC[N+](C)(Cc4ccccc4)CCC3O)sc2cc1OC,active,43.0
1262,CHEMBL189283,COc1cc2cc(C(=O)CC3CCC(O)C[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,active,380.0
1263,CHEMBL362711,COc1cc2cc(C(=O)CC3CCCC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,active,110.0
1264,CHEMBL185976,COc1cc2cc(C(=O)C3CC[N+](C)(Cc4ccccc4)CCC3OC)sc2cc1OC,active,120.0
1265,CHEMBL188325,COc1cc2cc(C(=O)C3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,active,520.0
1266,CHEMBL187812,COc1cc2cc(C3CC[N+](C)(Cc4ccccc4)CC3O)sc2cc1OC,inactive,19580.0
1267,CHEMBL191729,COc1cc2cc(C3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,intermediate,2670.0
1268,CHEMBL364125,COCC[N+]1(C)CCCC(C(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,active,53.0
1269,CHEMBL610243,COc1cc2cc(C(=O)C3CCC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[I-],active,32.0
1270,CHEMBL372491,COc1cc2cc(C(=O)C3CCC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC,active,28.0
1271,CHEMBL364585,COc1cc2cc(C(=O)C3CCC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC,active,79.0
1272,CHEMBL188917,COc1cc2cc(C(=O)C3CCC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC,active,390.0
1273,CHEMBL188338,COc1cc2cc(C(=O)C3CCC[N+](C)(CC#N)CC3)sc2cc1OC,active,1000.0
1274,CHEMBL366114,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](C)cc1)C2,active,900.0
1275,CHEMBL188753,CC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,active,280.0
1276,CHEMBL189122,C=CC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,active,6.27
1277,CHEMBL189517,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](CC3CC3)cc1)C2,active,110.0
1278,CHEMBL365904,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](CC3CCC3)cc1)C2,active,40.0
1279,CHEMBL186264,CCOCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,active,7.0
1280,CHEMBL187818,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3ccc(F)cc3)cc1)C2,active,2.6
1281,CHEMBL188011,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)C3Cc4cc(OC)c(OC)cc4S3)cc2)cc1,active,1000.0
1282,CHEMBL362752,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3ccsc3)cc1)C2,active,6.0
1283,CHEMBL610242,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3coc([N+](=O)[O-])c3)cc1)C2.[I-],active,4.5
1284,CHEMBL86031,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCCO3)CC1,active,100.0
1285,CHEMBL313231,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCO3)CC1,active,41.5
1286,CHEMBL313582,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCCCO3)CC1,active,139.0
1287,CHEMBL87823,COc1ccc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)ccc2c1,active,50.0
1288,CHEMBL432376,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)n(C)c2cc1OC,active,120.0
1289,CHEMBL87014,Cc1cc(C(=O)CCC2CC[N+](C)(Cc3ccccc3)CC2)nn1-c1ccccc1,active,22.0
1290,CHEMBL418955,COc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,8.3
1291,CHEMBL93123,O=C(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,active,9.4
1292,CHEMBL92463,Oc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,26.0
1293,CHEMBL92460,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,active,210.0
1294,CHEMBL328715,c1ccc(CN2CCC(CCNc3noc4ccccc34)CC2)cc1,active,810.0
1295,CHEMBL362350,C=[N+]1N=C(CCC2CCN(Cc3ccccc3)CC2)c2ccccc21,active,340.0
1296,CHEMBL359570,O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,active,0.33
1297,CHEMBL187603,COc1cc2c(cc1OC)SC(C(=O)CC(O)C1CC[N+](C)(Cc3ccccc3)CC1)C2,active,190.0
1298,CHEMBL360832,COc1cc2c(cc1OC)SC(C(=O)CC1(O)CC[N+](C)(Cc3ccccc3)CC1)C2,active,90.0
1299,CHEMBL186090,COc1cc2c(cc1OC)SC(C(=O)CC1C=CC[N+](C)(Cc3ccccc3)CC1)C2,active,750.0
1300,CHEMBL187591,COc1cc2c(cc1OC)SC(CC1CC[N+](C)(Cc3ccccc3)CC1)C2,inactive,30000.0
1301,CHEMBL188714,COC(=O)C[N+]1(C)CCC(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)CC1,active,54.0
1302,CHEMBL187330,CCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,intermediate,2570.0
1303,CHEMBL189774,COCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,active,30.0
1304,CHEMBL186042,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3ccccc3)cc1)C2,active,4.6
1305,CHEMBL363455,O=C(CCc1cc[n+](Cc2ccccc2)cc1)c1ccc2c(c1)OCO2,active,240.0
1306,CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,intermediate,1535.0
1307,CHEMBL188274,CNC(=O)Oc1cccc(C(C)N(C)C)c1.Cl,active,100.0
1308,CHEMBL189906,CNC(=O)Oc1cccc2c1OCC1CCN(C)C21,active,30.0
1309,CHEMBL189907,CNC(=O)Oc1cccc2c1CCC1CCN(C)C21,active,17.3
1310,CHEMBL190322,CNC(=O)Oc1cccc2c1SCC1CCN(C)C21,active,8.11
1311,CHEMBL371787,CC(NC(=O)Oc1cccc2c1OCC1CCN(C)C21)c1ccccc1,intermediate,1870.0
1312,CHEMBL187870,CCCCCCCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,active,20.3
1313,CHEMBL187385,CCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,active,420.0
1314,CHEMBL363557,CCNC(=O)Oc1cccc2c1CCC1CCN(C)C21,active,393.0
1315,CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active,300.0
1316,CHEMBL189957,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,active,320.0
1317,CHEMBL191416,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,intermediate,2990.0
1318,CHEMBL190060,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,intermediate,6860.0
1319,CHEMBL191386,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,intermediate,3410.0
1320,CHEMBL190528,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,active,520.0
1321,CHEMBL364545,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,intermediate,2760.0
1322,CHEMBL365678,CCC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,intermediate,2090.0
1323,CHEMBL191314,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2c4ccccc4cc4ccccc24)C3=O)c1,inactive,79100.0
1324,CHEMBL370961,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccccc2)C3=O)c1,intermediate,1950.0
1325,CHEMBL372710,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc(Cl)c(Cl)c2)C3=O)c1,intermediate,8000.0
1326,CHEMBL364678,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(Cl)cc(Cl)c2)C3=O)c1,inactive,44600.0
1327,CHEMBL191461,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,intermediate,1800.0
1328,CHEMBL363588,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,intermediate,9810.0
1329,CHEMBL365136,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,intermediate,4940.0
1330,CHEMBL371798,CN(CCCCCCCOc1ccc2c(c1)O/C(=C\c1cccc3ccccc13)C2=O)Cc1cccc(O)c1,inactive,49600000.0
1331,CHEMBL189797,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OCC3=O)c1,inactive,1610000.0
1332,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,inactive,14000.0
1333,CHEMBL372071,CCN(CC)CCCN1CC(=O)N(C2CC2)CC1=O,inactive,20000.0
1334,CHEMBL192953,CCN(CC)CCN1CC(=O)N(CCc2ccccc2)CC1=O,inactive,20000.0
1335,CHEMBL372279,CC(C)N(CCN1CC(=O)N(CCc2ccc(Cl)cc2Cl)CC1=O)C(C)C,inactive,20000.0
1336,CHEMBL191315,COc1ccc(CCN2CC(=O)N(CCc3ccccn3)CC2=O)cc1OC,inactive,20000.0
1337,CHEMBL191930,O=C1CN(CCN2CCCC2)C(=O)CN1CCCn1ccnc1,inactive,20000.0
1338,CHEMBL434948,CC1CCCCN1CCCN1CC(=O)N(CCc2ccc(F)cc2)CC1=O,inactive,20000.0
1339,CHEMBL190152,O=C1CN(CCN2CCOCC2)C(=O)CN1CCC(c1ccccc1)c1ccccc1,inactive,20000.0
1340,CHEMBL372262,CCOC(=O)c1c(C)c(N2CCN(C)CC2)nc2ccccc12,inactive,10000.0
1341,CHEMBL191084,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)N(C)Cc1ccccc1,inactive,10000.0
1342,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,267.0
1343,CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,active,0.59
1344,CHEMBL195418,Cc1c(Cl)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active,3.0
1345,CHEMBL195241,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active,4.1
1346,CHEMBL192682,O=C(CCCCC1CCSS1)NCCNc1c2c(nc3ccccc13)CCCC2,active,97.0
1347,CHEMBL195179,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3ccccc13)CCCC2,active,6.96
1348,CHEMBL424833,O=C(CCCCC1CCSS1)NCCCCNc1c2c(nc3ccccc13)CCCC2,active,35.2
1349,CHEMBL425739,O=C(CCCCC1CCSS1)NCCCCCNc1c2c(nc3ccccc13)CCCC2,active,38.4
1350,CHEMBL278963,O=C(CCCCC1CCSS1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,active,30.1
1351,CHEMBL195067,O=C(CCCCC1CCSS1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active,32.7
1352,CHEMBL194823,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,active,0.253
1353,CHEMBL363391,Nc1c2c(nc3cc(Cl)ccc13)CC(CNC(=O)CCCCC1CCSS1)CC2,intermediate,1090.0
1354,CHEMBL191758,NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,active,21.5
1355,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,424.0
1356,CHEMBL134342,O=C(O)CCCC[C@@H]1CCSS1,inactive,1000000.0
1357,CHEMBL555666,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl,active,0.5
1358,CHEMBL557155,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl,active,0.34
1359,CHEMBL534932,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl,active,0.33
1360,CHEMBL2113368,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@H](C1)C2.Cl.Cl.Cl,active,0.32
1361,CHEMBL555214,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl,active,0.45
1362,CHEMBL538573,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl,active,0.33
1363,CHEMBL539599,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2.Cl.Cl,active,0.4
1364,CHEMBL2113367,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@H](C1)C2.Cl.Cl.Cl,active,0.29
1365,CHEMBL75121,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,active,44.5
1366,CHEMBL1677,Cl.Nc1c2c(nc3ccccc13)CCCC2,active,205.0
1367,CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,active,260.0
1368,CHEMBL536047,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2.Cl,active,0.78
1369,CHEMBL371276,COc1cc2ccnc3c2c(c1OC)COC3=O,inactive,19600.0
1370,CHEMBL371276,COc1cc2ccnc3c2c(c1OC)COC3=O,active,4.8
1371,CHEMBL196401,C=CCC1(O)OCc2c(OC)c(OC)cc3ccnc1c23,inactive,174000.0
1372,CHEMBL196401,C=CCC1(O)OCc2c(OC)c(OC)cc3ccnc1c23,active,50.0
1373,CHEMBL196116,C=CCC1(OC)OCc2c(OC)c(OC)cc3ccnc1c23,inactive,100000.0
1374,CHEMBL196116,C=CCC1(OC)OCc2c(OC)c(OC)cc3ccnc1c23,active,30.0
1375,CHEMBL371006,COc1cc2ccnc3c2c(c1OC)COC3(CC(O)CO)OC,inactive,96000.0
1376,CHEMBL371006,COc1cc2ccnc3c2c(c1OC)COC3(CC(O)CO)OC,active,32.0
1377,CHEMBL196177,COc1cc2ccnc3c2c(c1OC)COC3(CCCO)OC,inactive,137000.0
1378,CHEMBL196177,COc1cc2ccnc3c2c(c1OC)COC3(CCCO)OC,active,43.8
1379,CHEMBL196699,COc1cc2ccnc3c2c(c1OC)COC3(O)CC(O)CO,inactive,109000.0
1380,CHEMBL196699,COc1cc2ccnc3c2c(c1OC)COC3(O)CC(O)CO,active,35.0
1381,CHEMBL371651,COc1cc2ccnc3c2c(c1OC)C(Br)OC3=O,inactive,46000.0
1382,CHEMBL371651,COc1cc2ccnc3c2c(c1OC)C(Br)OC3=O,active,15.0
1383,CHEMBL370561,COc1cc2cc[n+](C)c3c2c(c1OC)C(Br)OC3=O,inactive,105000.0
1384,CHEMBL370561,COc1cc2cc[n+](C)c3c2c(c1OC)C(Br)OC3=O,active,40.7
1385,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,200.0
1386,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,0.04
1387,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,30.0
1388,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,0.008
1389,CHEMBL1385,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,intermediate,1070.0
1390,CHEMBL1385,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,active,0.29
1391,CHEMBL194372,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,active,101.0
1392,CHEMBL197696,CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1,active,14.0
1393,CHEMBL199670,O=C(CCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,active,0.5
1394,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,350.0
1395,CHEMBL370807,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12,active,0.45
1396,CHEMBL372202,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)c2c1,active,0.04
1397,CHEMBL382260,COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5ccccc35)CCCC4)c2c1,active,0.65
1398,CHEMBL199585,O=C(CCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,active,0.008
1399,CHEMBL202661,O=C(CCCCCNc1c2c(nc3cccc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,active,0.87
1400,CHEMBL381499,O=C(CCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12,active,0.1
1401,CHEMBL204895,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2,active,100.0
1402,CHEMBL382207,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCO[C@@H]2N3C)cc1,intermediate,3860.0
1403,CHEMBL205335,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1N2C,active,142.0
1404,CHEMBL205895,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,active,13.0
1405,CHEMBL381926,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,active,82.0
1406,CHEMBL205940,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1N2C,active,56.0
1407,CHEMBL205231,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,active,27.0
1408,CHEMBL129837,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,active,760.0
1409,CHEMBL381782,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C,intermediate,5510.0
1410,CHEMBL130458,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,10.0
1411,CHEMBL205340,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,94.0
1412,CHEMBL382351,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C,intermediate,9890.0
1413,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,28.0
1414,CHEMBL205321,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CO[C@@H](C2)O3)cc1,intermediate,3430.0
1415,CHEMBL207777,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CO[C@@H](C1)O2,active,97.0
