,molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
3476,CHEMBL2386558,CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn(C)c2Sc2ccc(Cl)cn2)cc1,intermediate,1630.0
3477,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,268.0
3478,CHEMBL2396914,c1ccc2c(c1)CCCN2c1nc2ccccc2[nH]1,inactive,100000.0
3479,CHEMBL2396913,CC1CCCCN1c1nc2ccccc2[nH]1,inactive,88920.0
3480,CHEMBL2396912,c1ccc2[nH]c(N3CCCCC3)nc2c1,inactive,59200.0
3481,CHEMBL1429841,c1ccc(Nc2nc3ccccc3[nH]2)nc1,inactive,100000.0
3482,CHEMBL2396911,c1ccc2[nH]c(NC34CC5CC(CC(C5)C3)C4)nc2c1,inactive,100000.0
3483,CHEMBL2396910,CN(C)CCCN(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,inactive,59680.0
3484,CHEMBL2396909,NCCNc1nc2ccccc2[nH]1,inactive,100000.0
3485,CHEMBL2396908,CC(C)(C)OC(=O)NCCNc1nc2ccccc2[nH]1,inactive,100000.0
3486,CHEMBL1572608,CCN(CC)CCCNc1nc2ccccc2[nH]1,inactive,100000.0
3487,CHEMBL2396907,c1ccc(CCCNc2nc3ccccc3[nH]2)cc1,inactive,100000.0
3488,CHEMBL2396906,COCCNc1nc2ccccc2[nH]1,inactive,100000.0
3489,CHEMBL2396905,CCCCN(C)c1nc2ccccc2[nH]1,inactive,100000.0
3490,CHEMBL2396904,CCCCN(C)c1nc2ccccc2n1C,inactive,100000.0
3491,CHEMBL2396903,CCCCNc1nc2ccccc2n1C,inactive,100000.0
3492,CHEMBL1376358,CCCCNc1nc2ccccc2[nH]1,inactive,100000.0
3493,CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,inactive,100000.0
3494,CHEMBL51628,O=c1ccc2ccc(O)cc2o1,inactive,100000.0
3495,CHEMBL1443379,C/C=C(\C)C(=O)OC(C)(C)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,inactive,100000.0
3496,CHEMBL2402007,CC(C)=CC(=O)OC(C)(C)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,inactive,100000.0
3497,CHEMBL164660,O=c1ccc2cc3ccoc3cc2o1,intermediate,6480.0
3498,CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,active,760.0
3499,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,2.9
3500,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active,40.0
3501,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,160.0
3502,CHEMBL1079905,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,intermediate,6400.0
3503,CHEMBL628,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,intermediate,6600.0
3504,CHEMBL113,Cn1c(=O)c2c(ncn2C)n(C)c1=O,intermediate,7250.0
3505,CHEMBL1424,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,intermediate,9000.0
3506,CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,active,125.0
3507,CHEMBL2409142,C=C[C@@H]1[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,active,489.0
3508,CHEMBL448799,C=C[C@@H]1[C@H]2C=C(C)C[C@]1(NC)c1ccc(=O)[nH]c1C2,inactive,15000.0
3509,CHEMBL2409141,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2[C@H](C)CN3C,inactive,12100.0
3510,CHEMBL2409140,CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@@]3(C1)[C@@H]2[C@H](Cl)CCN3C,inactive,20900.0
3511,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,520.0
3512,CHEMBL2413744,Clc1ccc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2c1,intermediate,9730.0
3513,CHEMBL2413743,Clc1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,active,130.0
3514,CHEMBL2413742,Clc1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,intermediate,1400.0
3515,CHEMBL2413741,CC(C)N(CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1)C(C)C,intermediate,3680.0
3516,CHEMBL2413740,CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,intermediate,8750.0
3517,CHEMBL2413739,CN(C)CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,intermediate,8020.0
3518,CHEMBL2413738,Oc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,inactive,100000.0
3519,CHEMBL2413737,Cc1ccc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2c1,inactive,12920.0
3520,CHEMBL2413736,Cc1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,active,390.0
3521,CHEMBL2413735,Cc1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,active,400.0
3522,CHEMBL2413734,CCN(CC)CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1,inactive,50980.0
3523,CHEMBL2413733,Cc1ccc2[nH]c(-c3ccc(OCCN(C)C)cc3)nc2c1,inactive,12340.0
3524,CHEMBL2413732,Cc1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,inactive,100000.0
3525,CHEMBL2413561,c1ccc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2c1,inactive,100000.0
3526,CHEMBL2413560,c1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,intermediate,1030.0
3527,CHEMBL2413559,c1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,intermediate,2130.0
3528,CHEMBL2413558,CC(C)N(CCOc1ccc(-c2nc3ccccc3[nH]2)cc1)C(C)C,inactive,23420.0
3529,CHEMBL2413745,CCN(CC)CCOc1ccc(-c2nc3ccccc3[nH]2)cc1,inactive,100000.0
3530,CHEMBL2413746,CN(C)CCOc1ccc(-c2nc3ccccc3[nH]2)cc1,inactive,10680.0
3531,CHEMBL377740,Oc1ccc(-c2nc3ccccc3[nH]2)cc1,inactive,100000.0
3532,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active,10.0
3533,CHEMBL2419690,N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1NC1CCN(Cc2ccccc2)CC1,intermediate,7300.0
3534,CHEMBL2419689,N#Cc1c(NCCC2CCN(Cc3ccccc3)CC2)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,intermediate,9770.0
3535,CHEMBL2419688,N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,active,13.0
3536,CHEMBL2419687,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,active,54.0
3537,CHEMBL2419686,N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1Cl,active,310.0
3538,CHEMBL2419685,N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1Cl,intermediate,5350.0
3539,CHEMBL2419684,N#Cc1c(Cl)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,active,31.0
3540,CHEMBL2419683,N#Cc1c(Cl)nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,intermediate,3860.0
3541,CHEMBL2419682,N#Cc1c(Cl)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,intermediate,4400.0
3542,CHEMBL2419681,N#Cc1c(Cl)nc(NC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,intermediate,9430.0
3543,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,40.0
3544,CHEMBL2425415,COc1ccc(NC(=S)NNC=C2C(=O)NC(=S)NC2=O)cc1,inactive,206310.0
3545,CHEMBL2425414,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(C(F)(F)F)cc1,inactive,99410.0
3546,CHEMBL2425413,O=C1NC(=O)C(=CNNC(=S)Nc2cccc(C(F)(F)F)c2)C(=O)N1,inactive,40780.0
3547,CHEMBL2425412,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Br)cc1,inactive,79210.0
3548,CHEMBL2425410,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(Cl)cc1,inactive,121110.0
3549,CHEMBL2425409,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccc(F)cc1,inactive,78410.0
3550,CHEMBL2425408,O=C1NC(=S)NC(=O)C1=CNNC(=S)Nc1ccccc1,inactive,115110.0
3551,CHEMBL2425407,O=C(NNC=C1C(=O)NC(=S)NC1=O)Nc1ccccc1,inactive,74210.0
3552,CHEMBL2425418,NC(=S)NNC=C1C(=O)NC(=O)NC1=O,inactive,119110.0
3553,CHEMBL2425417,CC(=O)NC=C1C(=O)NC(=O)NC1=O,inactive,90910.0
3554,CHEMBL2441695,COc1c(F)c[n+](CCC[n+]2cc(F)c(OC)c(F)c2)cc1F.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,inactive,28000.0
3555,CHEMBL2441694,COc1c(F)c[n+](C)cc1F.O=S(=O)([O-])C(F)(F)F,inactive,98000.0
3556,CHEMBL2441693,COc1cccc(C#N)[n+]1C.F[B-](F)(F)F,inactive,18000.0
3557,CHEMBL2441692,COc1ccc(C#N)c[n+]1C.F[B-](F)(F)F,inactive,64000.0
3558,CHEMBL2441691,COc1cc(C#N)cc[n+]1C.F[B-](F)(F)F,inactive,61000.0
3559,CHEMBL2441690,COc1ccc([N+](=O)[O-])c[n+]1C.F[B-](F)(F)F,inactive,35000.0
3560,CHEMBL2441689,COc1cccc(C(F)(F)F)[n+]1C.F[B-](F)(F)F,inactive,46000.0
3561,CHEMBL2441688,COc1ccc(C(F)(F)F)c[n+]1C.F[B-](F)(F)F,inactive,31000.0
3562,CHEMBL2441687,COc1ccc(F)c[n+]1C.F[B-](F)(F)F,inactive,17000.0
3563,CHEMBL2441686,COc1c(F)ccc[n+]1C.F[B-](F)(F)F,inactive,110000.0
3564,CHEMBL2441685,COc1cccc[n+]1C.F[B-](F)(F)F,inactive,46000.0
3565,CHEMBL2441684,COc1c(F)c[n+](CCCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,active,470.0
3566,CHEMBL2440134,COc1c(F)c[n+](CCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,active,530.0
3567,CHEMBL2441683,COc1c(F)c[n+](CCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,intermediate,1900.0
3568,CHEMBL2441682,COc1ccc(C(F)(F)F)c[n+]1CCCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,intermediate,1030.0
3569,CHEMBL2441681,COc1ccc(C(F)(F)F)c[n+]1CCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,intermediate,1110.0
3570,CHEMBL2441680,COc1ccc(C(F)(F)F)c[n+]1CCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,intermediate,3600.0
3571,CHEMBL2441679,COc1ccc(C(F)(F)F)c[n+]1CCCCC[n+]1cc(C(F)(F)F)ccc1OC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,inactive,22000.0
3572,CHEMBL2441678,COc1ccc(C(F)(F)F)c[n+]1CCC[n+]1cc(C(F)(F)F)ccc1OC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,intermediate,3600.0
3573,CHEMBL2441677,COc1ccc(C(F)(F)F)c[n+]1CCCCCO.O=S(=O)([O-])C(F)(F)F,inactive,131000.0
3574,CHEMBL2441676,COc1cc2c(cc1OC)C(=O)C(CCCCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,active,270.0
3575,CHEMBL2441675,COc1cc2c(cc1OC)C(=O)C(CCCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,active,100.0
3576,CHEMBL2441674,COc1cc2c(cc1OC)C(=O)C(CCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,active,130.0
3577,CHEMBL2441673,COc1cc2c(cc1OC)C[N+](C)(CCCCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,110.0
3578,CHEMBL2441672,COc1cc2c(cc1OC)C[N+](C)(CCCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,190.0
3579,CHEMBL2441671,COc1cc2c(cc1OC)C[N+](C)(CCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,460.0
3580,CHEMBL2441670,COc1cc2c(cc1OC)C[N+](C)(CCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,intermediate,5500.0
3581,CHEMBL2441669,COc1cccc(CCCCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,190.0
3582,CHEMBL2441668,COc1cccc(CCCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,120.0
3583,CHEMBL2441667,COc1cccc(CCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,70.0
3584,CHEMBL2441666,COc1cccc(CCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,110.0
3585,CHEMBL2441665,COc1cccc(CCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,intermediate,1100.0
3586,CHEMBL2441695,COc1c(F)c[n+](CCC[n+]2cc(F)c(OC)c(F)c2)cc1F.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,inactive,21000.0
3587,CHEMBL2441694,COc1c(F)c[n+](C)cc1F.O=S(=O)([O-])C(F)(F)F,inactive,54000.0
3588,CHEMBL2441693,COc1cccc(C#N)[n+]1C.F[B-](F)(F)F,inactive,14000.0
3589,CHEMBL2441692,COc1ccc(C#N)c[n+]1C.F[B-](F)(F)F,inactive,43000.0
3590,CHEMBL2441691,COc1cc(C#N)cc[n+]1C.F[B-](F)(F)F,inactive,51000.0
3591,CHEMBL2441690,COc1ccc([N+](=O)[O-])c[n+]1C.F[B-](F)(F)F,intermediate,7500.0
3592,CHEMBL2441689,COc1cccc(C(F)(F)F)[n+]1C.F[B-](F)(F)F,inactive,36000.0
3593,CHEMBL2441688,COc1ccc(C(F)(F)F)c[n+]1C.F[B-](F)(F)F,inactive,23000.0
3594,CHEMBL2441687,COc1ccc(F)c[n+]1C.F[B-](F)(F)F,inactive,16000.0
3595,CHEMBL2441686,COc1c(F)ccc[n+]1C.F[B-](F)(F)F,inactive,70000.0
3596,CHEMBL2441685,COc1cccc[n+]1C.F[B-](F)(F)F,inactive,37000.0
3597,CHEMBL2441684,COc1c(F)c[n+](CCCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,active,480.0
3598,CHEMBL2440134,COc1c(F)c[n+](CCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,active,690.0
3599,CHEMBL2441683,COc1c(F)c[n+](CCCOc2ccc3c(C)cc(=O)oc3c2)cc1F.O=S(=O)([O-])C(F)(F)F,intermediate,1700.0
3600,CHEMBL2441682,COc1ccc(C(F)(F)F)c[n+]1CCCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,active,720.0
3601,CHEMBL2441681,COc1ccc(C(F)(F)F)c[n+]1CCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,active,760.0
3602,CHEMBL2441680,COc1ccc(C(F)(F)F)c[n+]1CCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F,intermediate,3600.0
3603,CHEMBL2441679,COc1ccc(C(F)(F)F)c[n+]1CCCCC[n+]1cc(C(F)(F)F)ccc1OC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,inactive,22000.0
3604,CHEMBL2441678,COc1ccc(C(F)(F)F)c[n+]1CCC[n+]1cc(C(F)(F)F)ccc1OC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,inactive,10500.0
3605,CHEMBL2441677,COc1ccc(C(F)(F)F)c[n+]1CCCCCO.O=S(=O)([O-])C(F)(F)F,inactive,98000.0
3606,CHEMBL2441676,COc1cc2c(cc1OC)C(=O)C(CCCCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,active,190.0
3607,CHEMBL2441675,COc1cc2c(cc1OC)C(=O)C(CCCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,active,70.0
3608,CHEMBL2441674,COc1cc2c(cc1OC)C(=O)C(CCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,active,120.0
3609,CHEMBL2441673,COc1cc2c(cc1OC)C[N+](C)(CCCCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,49.0
3610,CHEMBL2441672,COc1cc2c(cc1OC)C[N+](C)(CCCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,150.0
3611,CHEMBL2441671,COc1cc2c(cc1OC)C[N+](C)(CCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,500.0
3612,CHEMBL2441670,COc1cc2c(cc1OC)C[N+](C)(CCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,intermediate,5200.0
3613,CHEMBL2441669,COc1cccc(CCCCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,180.0
3614,CHEMBL2441668,COc1cccc(CCCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,120.0
3615,CHEMBL2441667,COc1cccc(CCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,70.0
3616,CHEMBL2441666,COc1cccc(CCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,100.0
3617,CHEMBL2441665,COc1cccc(CCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,active,810.0
3618,CHEMBL33051,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],inactive,66000.0
3619,CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,intermediate,2010.0
3620,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,383.0
3621,CHEMBL3087683,CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,inactive,107000.0
3622,CHEMBL3087682,CC(C(=O)NCCCNC1=CC(=O)C(NCCCNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,inactive,20000.0
3623,CHEMBL3087681,CC(C(=O)NCCCCCCNC1=CC(=O)C(NCCCCCCNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,inactive,20000.0
3624,CHEMBL3087680,C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,intermediate,2890.0
3625,CHEMBL3087679,C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,inactive,27800.0
3626,CHEMBL3087677,COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,inactive,10300.0
3627,CHEMBL3087676,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,inactive,15400.0
3628,CHEMBL3087675,CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc([S+](C)[O-])cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,intermediate,9540.0
3629,CHEMBL3087674,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,active,600.0
3630,CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,active,1.55
3631,CHEMBL3085881,CCn1c(=O)n(C)s/c1=N\CCC1CCN(Cc2ccccc2)CC1,active,140.0
3632,CHEMBL92663,NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,active,0.8
3633,CHEMBL195241,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,active,4.1
3634,CHEMBL430403,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3,active,182.0
3635,CHEMBL398628,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,active,868.0
3636,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,534.0
3637,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active,11.0
3638,CHEMBL3086279,COc1cc2c(cc1OC)[Se](=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,active,163.0
3639,CHEMBL3086278,COc1cc2[se]n(CCCCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,active,103.0
3640,CHEMBL3086277,COc1cc2[se]n(CCCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,active,231.0
3641,CHEMBL3086276,COc1cc2[se]n(CCC3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC,active,97.0
3642,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,285.0
3643,CHEMBL3093180,O=C1/C(=C/c2ccc(F)cc2)COc2cc(OCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccc21,active,105.3
3644,CHEMBL3093175,COc1ccc(/C=C2\COc3cc(OCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,active,121.6
3645,CHEMBL3093174,COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,active,156.8
3646,CHEMBL3093173,COc1ccc(/C=C2\COc3cc(OCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,active,98.0
3647,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,285.0
3648,CHEMBL3093791,COc1cc2[se]n(CCCCCCNc3c4c(nc5ccccc35)CCCC4)c(=O)c2cc1OC,active,15.13
3649,CHEMBL3093787,O=c1c2ccccc2[se]n1CCCCCCNc1c2c(nc3ccccc13)CCCC2,active,19.52
3650,CHEMBL3093804,[Br-].[Br-].c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1,active,4.7
3651,CHEMBL3093803,[Br-].[Br-].c1cc[n+](CCCCCCCCCCC[n+]2cccc3ccccc32)cc1,active,17.0
3652,CHEMBL3093802,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2cccc3ccccc32)cc1,active,5.0
3653,CHEMBL3093801,[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2cccc3ccccc32)cc1,active,120.0
3654,CHEMBL3093800,[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2cccc3ccccc32)cc1,active,270.0
3655,CHEMBL3093799,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2cccc3ccccc32)cc1,active,540.0
3656,CHEMBL3093798,[Br-].[Br-].c1cc[n+](CCCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,active,30.0
3657,CHEMBL3093797,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,active,20.0
3658,CHEMBL3093796,[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2ccc3ccccc3c2)cc1,active,40.0
3659,CHEMBL3093795,[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2ccc3ccccc3c2)cc1,active,140.0
3660,CHEMBL3093794,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2ccc3ccccc3c2)cc1,active,800.0
3661,CHEMBL464538,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-],active,30.0
3662,CHEMBL1128,CC[N+](C)(C)c1cccc(O)c1.[Cl-],intermediate,5170.0
3663,CHEMBL1669479,C[N+](C)(CCNC(=O)C(=O)NCC[N+](C)(C)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],active,0.7
3664,CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,inactive,140000.0
3665,CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,inactive,50000.0
3666,CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,active,1000.0
3667,CHEMBL3099500,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,inactive,113000.0
3668,CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,intermediate,3200.0
3669,CHEMBL71851,COc1cc2ccc(=O)oc2cc1O,inactive,168600.0
